input,translation
P35555,R-HSA-156581
P35555,R-HSA-212436
P35555,R-HSA-5669034
P35555,R-HSA-977606
P35555,R-HSA-112308
P35555,R-HSA-6805567
P35555,R-HSA-5693607
P35556,R-HSA-9752946
P35556,R-HSA-5696395
P35556,R-HSA-189451
P35556,R-HSA-9753512
P35557,R-HSA-72163
P35557,R-HSA-75094
P35557,R-HSA-141444
P35557,R-HSA-5684264
P35557,R-HSA-9707564
P35557,R-HSA-8874081
P35558,R-HSA-8939243
P35558,R-HSA-379726
P35558,R-HSA-5687128
P35558,R-HSA-167152
P35558,R-HSA-5083635
P35568,R-HSA-9013423
P35568,R-HSA-1912420
P35568,R-HSA-110312
P35568,R-HSA-3371453
P35568,R-HSA-163125
P35568,R-HSA-983168
P35568,R-HSA-376176
P35568,R-HSA-114608
P35568,R-HSA-171007
P35568,R-HSA-72689
P35568,R-HSA-5674400
P35568,R-HSA-9660821
P35568,R-HSA-5668599
P35568,R-HSA-5365859
P35568,R-HSA-6811440
P35568,R-HSA-422356
P35568,R-HSA-165054
P35568,R-HSA-8875360
P35568,R-HSA-1169091
P35573,R-HSA-389948
P35573,R-HSA-6811436
P35575,R-HSA-983695
P35575,R-HSA-1445148
P35575,R-HSA-2565942
P35579,R-HSA-1236974
P35579,R-HSA-5357786
P35579,R-HSA-211733
P35579,R-HSA-6807878
P35579,R-HSA-389599
P35579,R-HSA-8939902
P35579,R-HSA-5693554
P35579,R-HSA-1236974
P35579,R-HSA-212436
P35579,R-HSA-9013026
P35579,R-HSA-1989781
P35579,R-HSA-4420097
P35579,R-HSA-1257604
P35579,R-HSA-9707616
P35580,R-HSA-382556
P35580,R-HSA-9020558
P35580,R-HSA-9707616
P35580,R-HSA-416572
P35580,R-HSA-72165
P35580,R-HSA-9753281
P35580,R-HSA-5250924
P35606,R-HSA-9703465
P35606,R-HSA-8875513
P35609,R-HSA-9664323
P35609,R-HSA-74217
P35609,R-HSA-176409
P35609,R-HSA-1236978
P35609,R-HSA-168164
P35609,R-HSA-1660516
P35609,R-HSA-381753
P35609,R-HSA-2132295
P35609,R-HSA-389948
P35609,R-HSA-8866654
P35610,R-HSA-2029482
P35611,R-HSA-877300
P35611,R-HSA-2173796
P35611,R-HSA-202733
P35612,R-HSA-8934593
P35613,R-HSA-75955
P35613,R-HSA-6804758
P35613,R-HSA-5368286
P35613,R-HSA-975956
P35613,R-HSA-5654720
P35613,R-HSA-9710421
P35613,R-HSA-2871809
P35625,R-HSA-1221632
P35626,R-HSA-73863
P35626,R-HSA-74713
P35637,R-HSA-156584
P35638,R-HSA-381771
P35638,R-HSA-5658623
P35638,R-HSA-1799339
P35638,R-HSA-111465
P35638,R-HSA-8964616
P35638,R-HSA-164843
P35658,R-HSA-977443
P35658,R-HSA-163359
P35658,R-HSA-9709603
P35658,R-HSA-6782135
P35658,R-HSA-6809371
P35658,R-HSA-2979096
P35658,R-HSA-5358493
P35658,R-HSA-9646399
P35658,R-HSA-4420097
P35658,R-HSA-392851
P35658,R-HSA-1445148
P35658,R-HSA-8964616
P35658,R-HSA-110314
P35658,R-HSA-6814122
P35658,R-HSA-72649
P35658,R-HSA-456926
P35658,R-HSA-180336
P35658,R-HSA-8875360
P35658,R-HSA-180910
P35658,R-HSA-983695
P35658,R-HSA-983168
P35658,R-HSA-5654704
P35658,R-HSA-8951664
P35658,R-HSA-167162
P35658,R-HSA-5389840
P35658,R-HSA-9709570
P35658,R-HSA-198933
P35658,R-HSA-5607764
P35658,R-HSA-418592
P35658,R-HSA-3769402
P35659,R-HSA-5607761
P35659,R-HSA-203927
P35659,R-HSA-9696273
P35659,R-HSA-8957275
P35670,R-HSA-380270
P35680,R-HSA-399954
P35680,R-HSA-163125
P35712,R-HSA-9027284
P35749,R-HSA-2730905
P35749,R-HSA-975163
P35749,R-HSA-2871809
P35749,R-HSA-1296041
P35749,R-HSA-1483166
P35749,R-HSA-9648895
P35749,R-HSA-6798695
P35749,R-HSA-1433559
P35754,R-HSA-749476
P35790,R-HSA-68962
P35790,R-HSA-3928665
P35813,R-HSA-9010553
P35813,R-HSA-380284
P35858,R-HSA-210993
P35869,R-HSA-9013148
P35869,R-HSA-159236
P35869,R-HSA-1358803
P35869,R-HSA-168316
P35869,R-HSA-9662361
P35900,R-HSA-8964539
P35900,R-HSA-69473
P35908,R-HSA-2871837
P35908,R-HSA-5693579
P35913,R-HSA-6802948
P35913,R-HSA-174178
P35913,R-HSA-3359478
P35913,R-HSA-381753
P35913,R-HSA-375276
P35914,R-HSA-156842
P35914,R-HSA-1222556
P35914,R-HSA-9006335
P35916,R-HSA-174411
P35916,R-HSA-5655862
P35961,R-HSA-5632684
P35968,R-HSA-212436
P35968,R-HSA-446193
P35968,R-HSA-418594
P35968,R-HSA-983695
P35968,R-HSA-72702
P35968,R-HSA-5083625
P35968,R-HSA-205017
P35998,R-HSA-399956
P35998,R-HSA-6807878
P35998,R-HSA-1482925
P35998,R-HSA-674695
P35998,R-HSA-8856825
P35998,R-HSA-156902
P35998,R-HSA-6783310
P35998,R-HSA-8936459
P35998,R-HSA-392451
P35998,R-HSA-9660821
P35998,R-HSA-983168
P35998,R-HSA-9752946
P35998,R-HSA-73621
P35998,R-HSA-381038
P35998,R-HSA-9710421
P35998,R-HSA-8856825
P35998,R-HSA-1660499
P35998,R-HSA-428359
P35998,R-HSA-9010553
P35998,R-HSA-202427
P35998,R-HSA-3656237
P35998,R-HSA-167200
P35998,R-HSA-936837
P35998,R-HSA-5334118
P35998,R-HSA-5620912
P35998,R-HSA-9664323
P35998,R-HSA-76009
P35998,R-HSA-418885
P35998,R-HSA-1236974
P35998,R-HSA-392451
P35998,R-HSA-69273
P35998,R-HSA-8934903
P35998,R-HSA-5357956
P35998,R-HSA-983231
P35998,R-HSA-4615885
P35998,R-HSA-4570464
P35998,R-HSA-5620922
P35998,R-HSA-167152
P35998,R-HSA-400253
P35998,R-HSA-6798695
P35998,R-HSA-110320
P35998,R-HSA-6804116
P35998,R-HSA-8941856
P35998,R-HSA-8854050
P35998,R-HSA-211979
P35998,R-HSA-418594
P35998,R-HSA-204005
P35998,R-HSA-177504
P35998,R-HSA-212436
P35998,R-HSA-3928662
P35998,R-HSA-381038
P35998,R-HSA-167161
P35998,R-HSA-432142
P35998,R-HSA-203927
P35998,R-HSA-5607761
P35998,R-HSA-198933
P35998,R-HSA-9754560
P35998,R-HSA-5083632
P35998,R-HSA-191859
P35998,R-HSA-5620924
P36021,R-HSA-629594
P36222,R-HSA-9633012
P36269,R-HSA-2514859
P36269,R-HSA-8853884
P36269,R-HSA-1912408
P36269,R-HSA-418555
P36269,R-HSA-9013409
P36382,R-HSA-9013404
P36383,R-HSA-8951911
P36383,R-HSA-72163
P36402,R-HSA-212436
P36402,R-HSA-6811555
P36402,R-HSA-75876
P36402,R-HSA-9013149
P36402,R-HSA-416572
P36402,R-HSA-418597
P36402,R-HSA-418597
P36402,R-HSA-9609690
P36402,R-HSA-450302
P36404,R-HSA-1963640
P36404,R-HSA-1839117
P36404,R-HSA-5619107
P36405,R-HSA-983168
P36507,R-HSA-381771
P36507,R-HSA-2022928
P36507,R-HSA-9664422
P36507,R-HSA-2454202
P36507,R-HSA-73779
P36507,R-HSA-162592
P36507,R-HSA-427413
P36507,R-HSA-5658442
P36507,R-HSA-5696395
P36507,R-HSA-9664422
P36507,R-HSA-9013423
P36507,R-HSA-75893
P36507,R-HSA-6782861
P36507,R-HSA-9662361
P36537,R-HSA-9033241
P36537,R-HSA-5693568
P36542,R-HSA-373080
P36542,R-HSA-877300
P36543,R-HSA-418594
P36543,R-HSA-8980692
P36543,R-HSA-983168
P36543,R-HSA-72163
P36543,R-HSA-5576893
P36544,R-HSA-6798695
P36551,R-HSA-5693607
P36578,R-HSA-1059683
P36578,R-HSA-199220
P36578,R-HSA-3232118
P36578,R-HSA-1660661
P36578,R-HSA-1257604
P36578,R-HSA-5689880
P36578,R-HSA-216083
P36578,R-HSA-419812
P36578,R-HSA-6811434
P36578,R-HSA-1266695
P36578,R-HSA-179409
P36578,R-HSA-1445148
P36578,R-HSA-6804756
P36578,R-HSA-5693568
P36639-1,R-HSA-212436
P36639-2,R-HSA-2122947
P36639-3,R-HSA-5654695
P36639-4,R-HSA-427389
P36871,R-HSA-9664422
P36871,R-HSA-4085377
P36871,R-HSA-5620971
P36871,R-HSA-6790901
P36871,R-HSA-2871796
P36873,R-HSA-77387
P36873,R-HSA-9664422
P36873,R-HSA-983189
P36873,R-HSA-5693579
P36873,R-HSA-2024096
P36873,R-HSA-168271
P36873,R-HSA-9032759
P36873,R-HSA-168255
P36873,R-HSA-4086400
P36873,R-HSA-909733
P36873,R-HSA-1989781
P36873,R-HSA-5674400
P36888,R-HSA-210745
P36888,R-HSA-9664323
P36888,R-HSA-202733
P36888,R-HSA-9662360
P36888,R-HSA-2565942
P36888,R-HSA-391160
P36888,R-HSA-8854518
P36888,R-HSA-5627117
P36888,R-HSA-8856825
P36888,R-HSA-381340
P36888,R-HSA-909733
P36888,R-HSA-193368
P36888,R-HSA-9662361
P36888,R-HSA-8862803
P36888,R-HSA-418597
P36888,R-HSA-73776
P36888,R-HSA-445355
P36888,R-HSA-4551638
P36888,R-HSA-5602680
P36888,R-HSA-6798695
P36888,R-HSA-6781823
P36888,R-HSA-983231
P36888,R-HSA-1442490
P36888,R-HSA-9717207
P36888,R-HSA-1236974
P36888,R-HSA-418889
P36888,R-HSA-9725370
P36888,R-HSA-937072
P36888,R-HSA-5696397
P36888,R-HSA-380320
P36894,R-HSA-9609523
P36896,R-HSA-2980766
P36896,R-HSA-749476
P36896,R-HSA-1799339
P36897,R-HSA-9013106
P36897,R-HSA-9018519
P36897,R-HSA-9013423
P36897,R-HSA-1250196
P36897,R-HSA-1433557
P36897,R-HSA-418594
P36897,R-HSA-611105
P36897,R-HSA-381340
P36897,R-HSA-9639288
P36897,R-HSA-68911
P36897,R-HSA-2172127
P36941,R-HSA-8939902
P36941,R-HSA-4086398
P36941,R-HSA-606279
P36954,R-HSA-5688890
P36954,R-HSA-5632681
P36954,R-HSA-5654719
P36954,R-HSA-5339717
P36954,R-HSA-9018519
P36954,R-HSA-72689
P36954,R-HSA-9010553
P36954,R-HSA-418594
P36954,R-HSA-5687128
P36954,R-HSA-416700
P36954,R-HSA-212436
P36954,R-HSA-2565942
P36954,R-HSA-5576893
P36954,R-HSA-446107
P36954,R-HSA-9752946
P36954,R-HSA-5658623
P36954,R-HSA-6811436
P36954,R-HSA-2871837
P36954,R-HSA-1989781
P36954,R-HSA-877300
P36954,R-HSA-5655302
P36954,R-HSA-9648025
P36954,R-HSA-9752946
P36954,R-HSA-427389
P36954,R-HSA-168928
P36954,R-HSA-9013408
P36954,R-HSA-72689
P36954,R-HSA-6805567
P36954,R-HSA-3000170
P36954,R-HSA-170660
P36954,R-HSA-6785470
P36954,R-HSA-380320
P36954,R-HSA-166663
P36954,R-HSA-1482798
P36954,R-HSA-8951664
P36954,R-HSA-9013406
P36954,R-HSA-3371453
P36954,R-HSA-1474228
P36954,R-HSA-2122947
P36954,R-HSA-2565942
P36954,R-HSA-174414
P36954,R-HSA-69416
P36954,R-HSA-3371497
P36956-1,R-HSA-9013149
P36956-1,R-HSA-9717207
P36956-1,R-HSA-3359478
P36956-1,R-HSA-202424
P36956-1,R-HSA-2022854
P36956-1,R-HSA-3214847
P36956-3,R-HSA-2871837
P36956-3,R-HSA-3214815
P36956-3,R-HSA-2871837
P36956-3,R-HSA-180746
P36956-3,R-HSA-216083
P36956-3,R-HSA-430039
P36956,R-HSA-9018519
P36956,R-HSA-9014325
P36956,R-HSA-389357
P36957,R-HSA-5628897
P36957,R-HSA-2168880
P36957,R-HSA-1236977
P36959,R-HSA-9010553
P36969-2,R-HSA-5689901
P36969-2,R-HSA-383280
P36969-2,R-HSA-2029481
P36969-2,R-HSA-9013106
P36969,R-HSA-5689896
P36969,R-HSA-5626467
P36969,R-HSA-2029481
P36980,R-HSA-5610783
P37023,R-HSA-166663
P37058,R-HSA-8849932
P37058,R-HSA-176408
P37059,R-HSA-110329
P37088,R-HSA-4090294
P37088,R-HSA-168271
P37108,R-HSA-6798695
P37108,R-HSA-198933
P37108,R-HSA-380320
P37173,R-HSA-5678895
P37173,R-HSA-1650814
P37173,R-HSA-430039
P37173,R-HSA-8873719
P37173,R-HSA-179409
P37173,R-HSA-2660826
P37173,R-HSA-2122948
P37173,R-HSA-3232142
P37173,R-HSA-400511
P37173,R-HSA-6803157
P37173,R-HSA-3000178
P37198,R-HSA-1663150
P37198,R-HSA-418594
P37198,R-HSA-5173214
P37198,R-HSA-175567
P37198,R-HSA-5694530
P37198,R-HSA-3214847
P37198,R-HSA-2682334
P37198,R-HSA-9646399
P37198,R-HSA-72689
P37198,R-HSA-9748787
P37198,R-HSA-2500257
P37198,R-HSA-901032
P37198,R-HSA-5654688
P37198,R-HSA-8876198
P37198,R-HSA-2022377
P37198,R-HSA-193775
P37198,R-HSA-2173796
P37198,R-HSA-381038
P37198,R-HSA-1236978
P37198,R-HSA-9673324
P37198,R-HSA-983695
P37198,R-HSA-2029485
P37198,R-HSA-9610379
P37198,R-HSA-1834941
P37198,R-HSA-420029
P37198,R-HSA-5685942
P37198,R-HSA-375165
P37198,R-HSA-1799339
P37198,R-HSA-1799339
P37198,R-HSA-9013418
P37231,R-HSA-3214847
P37231,R-HSA-9033241
P37231,R-HSA-6802952
P37231,R-HSA-2454202
P37231,R-HSA-173736
P37231,R-HSA-176187
P37231,R-HSA-212436
P37231,R-HSA-418597
P37268,R-HSA-173623
P37268,R-HSA-156711
P37268,R-HSA-9634597
P37275,R-HSA-72706
P37287,R-HSA-418555
P37288,R-HSA-427413
P37288,R-HSA-8986944
P37288,R-HSA-5205685
P37802,R-HSA-2022090
P37837,R-HSA-4655427
P37837,R-HSA-8957275
P37837,R-HSA-216083
P37837,R-HSA-1655829
P37837,R-HSA-9701898
P37837,R-HSA-381426
P37840,R-HSA-917937
P38117,R-HSA-606279
P38117,R-HSA-9664323
P38159,R-HSA-202427
P38159,R-HSA-5576892
P38159,R-HSA-2730905
P38159,R-HSA-5358565
P38159,R-HSA-141444
P38159,R-HSA-75953
P38159,R-HSA-69601
P38398,R-HSA-9617629
P38398,R-HSA-5607761
P38398,R-HSA-1296041
P38398,R-HSA-1606341
P38398,R-HSA-163560
P38398,R-HSA-2730905
P38398,R-HSA-9664422
P38398,R-HSA-6811434
P38398,R-HSA-69052
P38398,R-HSA-933542
P38398,R-HSA-3371511
P38398,R-HSA-381753
P38398,R-HSA-2151201
P38398,R-HSA-2029481
P38398,R-HSA-2871837
P38398,R-HSA-5689880
P38398,R-HSA-5632684
P38398,R-HSA-9709603
P38398,R-HSA-9673202
P38398,R-HSA-202733
P38398,R-HSA-9013026
P38398,R-HSA-9609736
P38398,R-HSA-189200
P38398,R-HSA-9028731
P38405,R-HSA-427413
P38405,R-HSA-419812
P38405,R-HSA-69473
P38405,R-HSA-9013405
P38435,R-HSA-198323
P38435,R-HSA-204005
P38435,R-HSA-174417
P38484,R-HSA-9639288
P38484,R-HSA-156588
P38484,R-HSA-418555
P38484,R-HSA-5689901
P38567,R-HSA-69473
P38570,R-HSA-5339716
P38571,R-HSA-933541
P38606,R-HSA-168325
P38606,R-HSA-4086398
P38606,R-HSA-5419276
P38606,R-HSA-6794361
P38606,R-HSA-2179392
P38646,R-HSA-3214847
P38646,R-HSA-350054
P38646,R-HSA-9013026
P38646,R-HSA-6807505
P38919,R-HSA-2029482
P38919,R-HSA-212436
P38919,R-HSA-3108232
P38919,R-HSA-5389840
P38919,R-HSA-6804758
P38919,R-HSA-3134963
P38919,R-HSA-69541
P38919,R-HSA-6785807
P38936,R-HSA-2453864
P38936,R-HSA-170670
P38936,R-HSA-4641265
P38936,R-HSA-983168
P38936,R-HSA-6809583
P38936,R-HSA-1236977
P38936,R-HSA-2029481
P38936,R-HSA-5655291
P38936,R-HSA-2979096
P38936,R-HSA-72689
P38936,R-HSA-2871837
P38936,R-HSA-5368286
P38936,R-HSA-437239
P38936,R-HSA-9664422
P38936,R-HSA-2672351
P38936,R-HSA-5689880
P38936,R-HSA-5685939
P38936,R-HSA-6791226
P38936,R-HSA-76042
P38936,R-HSA-2028269
P38936,R-HSA-174178
P39019,R-HSA-74752
P39019,R-HSA-5340588
P39019,R-HSA-9707564
P39019,R-HSA-427359
P39019,R-HSA-9013148
P39019,R-HSA-380284
P39019,R-HSA-5687128
P39019,R-HSA-72203
P39019,R-HSA-9660821
P39019,R-HSA-8934593
P39019,R-HSA-2173788
P39019,R-HSA-1799339
P39019,R-HSA-428890
P39019,R-HSA-3214815
P39019,R-HSA-1660514
P39019,R-HSA-6798695
P39019,R-HSA-202733
P39019,R-HSA-1660661
P39023,R-HSA-418592
P39023,R-HSA-170984
P39023,R-HSA-202733
P39023,R-HSA-9664422
P39023,R-HSA-5668541
P39023,R-HSA-3560783
P39023,R-HSA-5673001
P39023,R-HSA-9633012
P39023,R-HSA-451308
P39023,R-HSA-6799198
P39023,R-HSA-5334118
P39023,R-HSA-5358346
P39023,R-HSA-6814122
P39023,R-HSA-9615710
P39059,R-HSA-5579006
P39059,R-HSA-9664323
P39059,R-HSA-1483191
P39059,R-HSA-9670439
P39060,R-HSA-2197563
P39060,R-HSA-210991
P39060,R-HSA-2408557
P39060,R-HSA-3214842
P39060,R-HSA-2871837
P39060,R-HSA-5083635
P39060,R-HSA-202733
P39086,R-HSA-1300645
P39086,R-HSA-167161
P39210,R-HSA-5689896
P39210,R-HSA-1461957
P39656,R-HSA-9705671
P39656,R-HSA-6802955
P39656,R-HSA-913709
P39656,R-HSA-416482
P39656,R-HSA-5693571
P39687,R-HSA-110381
P39748,R-HSA-3296197
P39748,R-HSA-1445148
P39748,R-HSA-1810476
P39748,R-HSA-917729
P39748,R-HSA-9694548
P39748,R-HSA-2029481
P39877,R-HSA-5578996
P39877,R-HSA-202424
P39877,R-HSA-6798695
P39877,R-HSA-8939902
P39877,R-HSA-416476
P39877,R-HSA-2132295
P39880,R-HSA-5675221
P39880,R-HSA-8857538
P39900,R-HSA-70895
P39900,R-HSA-9672383
P39900,R-HSA-4085001
P39905,R-HSA-9755511
P39905,R-HSA-9752946
P39905,R-HSA-177128
P40123,R-HSA-2871809
P40126,R-HSA-8852276
P40136,R-HSA-110328
P40145,R-HSA-8983711
P40145,R-HSA-6809371
P40145,R-HSA-416476
P40145,R-HSA-6807505
P40145,R-HSA-1236974
P40145,R-HSA-611105
P40145,R-HSA-418555
P40145,R-HSA-5687128
P40145,R-HSA-5389840
P40145,R-HSA-1474228
P40145,R-HSA-1660662
P40145,R-HSA-4570464
P40145,R-HSA-2730905
P40145,R-HSA-2514853
P40145,R-HSA-180910
P40145,R-HSA-8941856
P40145,R-HSA-193648
P40145,R-HSA-5218921
P40145,R-HSA-4086398
P40145,R-HSA-68689
P40189-1,R-HSA-9013106
P40189-1,R-HSA-9660821
P40189-1,R-HSA-381183
P40189-2,R-HSA-5654687
P40189,R-HSA-392170
P40189,R-HSA-8951664
P40189,R-HSA-1461973
P40189,R-HSA-350562
P40189,R-HSA-400206
P40189,R-HSA-881907
P40197,R-HSA-3000171
P40197,R-HSA-75815
P40197,R-HSA-6802955
P40197,R-HSA-174113
P40197,R-HSA-450321
P40198,R-HSA-76061
P40198,R-HSA-428359
P40199,R-HSA-429958
P40199,R-HSA-5578749
P40199,R-HSA-6811434
P40200,R-HSA-9660821
P40222,R-HSA-5654699
P40225,R-HSA-983231
P40227,R-HSA-8941858
P40227,R-HSA-2029485
P40227,R-HSA-3769402
P40227,R-HSA-983168
P40227,R-HSA-6811558
P40227,R-HSA-5668541
P40227,R-HSA-69017
P40238,R-HSA-442720
P40259,R-HSA-2132295
P40259,R-HSA-193993
P40259,R-HSA-68867
P40259,R-HSA-167161
P40261,R-HSA-72706
P40261,R-HSA-3595177
P40261,R-HSA-72086
P40305,R-HSA-5685938
P40306,R-HSA-1632852
P40306,R-HSA-202733
P40306,R-HSA-159230
P40306,R-HSA-5696394
P40306,R-HSA-4420097
P40306,R-HSA-168271
P40306,R-HSA-8942233
P40306,R-HSA-9022699
P40306,R-HSA-877300
P40306,R-HSA-2453864
P40306,R-HSA-2559584
P40306,R-HSA-5683826
P40306,R-HSA-159236
P40306,R-HSA-69895
P40306,R-HSA-72706
P40306,R-HSA-5689880
P40306,R-HSA-5610785
P40306,R-HSA-9013406
P40306,R-HSA-420499
P40306,R-HSA-72764
P40306,R-HSA-975956
P40306,R-HSA-6798695
P40306,R-HSA-1369062
P40306,R-HSA-6799198
P40306,R-HSA-9646399
P40306,R-HSA-936964
P40306,R-HSA-9013418
P40306,R-HSA-9706377
P40306,R-HSA-5621480
P40306,R-HSA-166665
P40306,R-HSA-8852276
P40306,R-HSA-8951664
P40306,R-HSA-202733
P40306,R-HSA-390522
P40306,R-HSA-8964315
P40306,R-HSA-9619483
P40306,R-HSA-2029481
P40306,R-HSA-877300
P40306,R-HSA-381426
P40306,R-HSA-9609690
P40306,R-HSA-191859
P40306,R-HSA-5673001
P40306,R-HSA-5627123
P40306,R-HSA-8964315
P40306,R-HSA-430039
P40306,R-HSA-8964208
P40306,R-HSA-9637628
P40306,R-HSA-5663220
P40306,R-HSA-5693607
P40306,R-HSA-9609690
P40306,R-HSA-2465910
P40306,R-HSA-194002
P40306,R-HSA-381340
P40306,R-HSA-140875
P40306,R-HSA-1368108
P40306,R-HSA-1236974
P40306,R-HSA-167160
P40306,R-HSA-5668599
P40306,R-HSA-174154
P40337,R-HSA-381426
P40337,R-HSA-5621480
P40337,R-HSA-2534343
P40337,R-HSA-8939243
P40337,R-HSA-525793
P40337,R-HSA-9753281
P40337,R-HSA-380972
P40337,R-HSA-983168
P40394,R-HSA-9707616
P40424,R-HSA-383280
P40424,R-HSA-4615885
P40424,R-HSA-5693565
P40429,R-HSA-456926
P40429,R-HSA-8873719
P40429,R-HSA-3371497
P40429,R-HSA-5419276
P40429,R-HSA-3371453
P40429,R-HSA-6781823
P40429,R-HSA-76066
P40429,R-HSA-77387
P40429,R-HSA-2559580
P40429,R-HSA-156902
P40429,R-HSA-2485179
P40429,R-HSA-749476
P40429,R-HSA-4085377
P40429,R-HSA-3214841
P40616,R-HSA-8948751
P40692,R-HSA-418555
P40692,R-HSA-8939247
P40692,R-HSA-6807878
P40692,R-HSA-8957275
P40692,R-HSA-2559580
P40692,R-HSA-983170
P40763,R-HSA-9709603
P40763,R-HSA-159230
P40763,R-HSA-5693565
P40763,R-HSA-167243
P40763,R-HSA-168298
P40763,R-HSA-9609690
P40763,R-HSA-391160
P40763,R-HSA-1234176
P40763,R-HSA-180585
P40763,R-HSA-9690406
P40763,R-HSA-9615933
P40763,R-HSA-9603798
P40763,R-HSA-1358803
P40763,R-HSA-6791226
P40763,R-HSA-6791226
P40763,R-HSA-9704646
P40763,R-HSA-5389840
P40763,R-HSA-110314
P40763,R-HSA-75955
P40763,R-HSA-2467813
P40763,R-HSA-425410
P40763,R-HSA-69273
P40763,R-HSA-6796648
P40763,R-HSA-9649948
P40763,R-HSA-68949
P40763,R-HSA-5576886
P40763,R-HSA-174184
P40763,R-HSA-5578775
P40763,R-HSA-9609690
P40763,R-HSA-8986944
P40763,R-HSA-2565942
P40763,R-HSA-9752946
P40763,R-HSA-6807878
P40763,R-HSA-6781827
P40763,R-HSA-193670
P40763,R-HSA-9013422
P40763,R-HSA-8851805
P40763,R-HSA-167152
P40763,R-HSA-159227
P40763,R-HSA-6798695
P40818,R-HSA-2730905
P40818,R-HSA-109704
P40818,R-HSA-114604
P40818,R-HSA-9664422
P40855,R-HSA-9752946
P40855,R-HSA-2129379
P40855,R-HSA-5218920
P40879,R-HSA-2029481
P40879,R-HSA-2672351
P40925,R-HSA-3295583
P40926,R-HSA-5617472
P40926,R-HSA-8957275
P40933,R-HSA-9013406
P40933,R-HSA-445355
P40937,R-HSA-70370
P40937,R-HSA-381426
P40937,R-HSA-192869
P40937,R-HSA-2871837
P40937,R-HSA-2730905
P40937,R-HSA-110328
P40937,R-HSA-8854050
P40937,R-HSA-5660489
P40937,R-HSA-202427
P40937,R-HSA-2871809
P40937,R-HSA-4615885
P40937,R-HSA-9694548
P40937,R-HSA-1268020
P40937,R-HSA-174154
P40937,R-HSA-9705671
P40937,R-HSA-73772
P40937,R-HSA-350562
P40937,R-HSA-1461957
P40937,R-HSA-9639288
P40937,R-HSA-2404192
P40937,R-HSA-210500
P40938,R-HSA-379716
P40938,R-HSA-9610379
P40938,R-HSA-9013148
P40938,R-HSA-2894862
P40938,R-HSA-6807878
P40938,R-HSA-380320
P40938,R-HSA-8948216
P40938,R-HSA-1362277
P40938,R-HSA-9670095
P40938,R-HSA-68877
P40938,R-HSA-447041
P40938,R-HSA-110331
P40938,R-HSA-1442490
P40938,R-HSA-381426
P40938,R-HSA-68689
P40938,R-HSA-3928665
P40938,R-HSA-9027277
P40938,R-HSA-76061
P40938,R-HSA-70268
P40938,R-HSA-3000484
P40938,R-HSA-2559582
P40939,R-HSA-3371453
P40939,R-HSA-70263
P40939,R-HSA-9018519
P40939,R-HSA-5389840
P40939,R-HSA-5673001
P40939,R-HSA-3769402
P40939,R-HSA-72695
P40939,R-HSA-8936459
P41002,R-HSA-8866652
P41002,R-HSA-69166
P41091,R-HSA-5610783
P41091,R-HSA-2644606
P41091,R-HSA-72163
P41091,R-HSA-6805567
P41091,R-HSA-427389
P41091,R-HSA-212300
P41091,R-HSA-73817
P41091,R-HSA-211981
P41091,R-HSA-2894862
P41091,R-HSA-202040
P41091,R-HSA-210747
P41134,R-HSA-9664323
P41134,R-HSA-381753
P41143,R-HSA-1660499
P41143,R-HSA-399956
P41143,R-HSA-72695
P41145,R-HSA-69416
P41145,R-HSA-167238
P41145,R-HSA-2022923
P41146,R-HSA-977225
P41146,R-HSA-190861
P41159,R-HSA-5619066
P41159,R-HSA-174048
P41159,R-HSA-176034
P41159,R-HSA-9610379
P41180,R-HSA-9661069
P41180,R-HSA-532668
P41180,R-HSA-156588
P41181,R-HSA-1566948
P41181,R-HSA-983168
P41182,R-HSA-5578749
P41182,R-HSA-975634
P41182,R-HSA-1963642
P41208,R-HSA-9013408
P41208,R-HSA-9694614
P41208,R-HSA-432720
P41208,R-HSA-9609736
P41208,R-HSA-5689880
P41208,R-HSA-264876
P41208,R-HSA-156827
P41208,R-HSA-350054
P41208,R-HSA-432722
P41208,R-HSA-418594
P41212,R-HSA-9639288
P41212,R-HSA-5389840
P41212,R-HSA-9013149
P41217,R-HSA-210991
P41218,R-HSA-6807505
P41220,R-HSA-68877
P41221,R-HSA-8939246
P41221,R-HSA-9013407
P41221,R-HSA-5693616
P41221,R-HSA-983189
P41221,R-HSA-445989
P41221,R-HSA-6804756
P41221,R-HSA-191859
P41221,R-HSA-2024101
P41221,R-HSA-1221632
P41221,R-HSA-5578749
P41221,R-HSA-983168
P41221,R-HSA-983170
P41221,R-HSA-2129379
P41221,R-HSA-71240
P41221,R-HSA-9664422
P41221,R-HSA-5619107
P41221,R-HSA-8951664
P41222,R-HSA-72165
P41222,R-HSA-168336
P41223,R-HSA-437239
P41225,R-HSA-9020591
P41226,R-HSA-6809371
P41226,R-HSA-68877
P41226,R-HSA-2022870
P41226,R-HSA-6791226
P41226,R-HSA-2426168
P41229,R-HSA-2142700
P41231,R-HSA-5389840
P41231,R-HSA-5603041
P41231,R-HSA-9013408
P41235-5,R-HSA-442742
P41235-6,R-HSA-8852276
P41235-7,R-HSA-1834949
P41235,R-HSA-9754560
P41238,R-HSA-9623433
P41238,R-HSA-9013149
P41240,R-HSA-201722
P41240,R-HSA-5620912
P41240,R-HSA-2871796
P41240,R-HSA-983170
P41240,R-HSA-9013423
P41240,R-HSA-5696395
